"product_id_1","product_1","product_id_2","product_2","times_ordered_together"
19,"Bashundhara Tissue",30,"Peanut 500g",8
40,"Power Bank 10000mAh",41,"Earphones",8
11,"Horlicks 500g",20,"Banglalink Internet Pack",8
7,"Deshi Egg (12 pcs)",9,"Bru Coffee 200g",8
16,"Lux Soap 100g",17,"Sunsilk Shampoo 180ml",7
11,"Horlicks 500g",30,"Peanut 500g",7
5,"ACI Pure Salt 1kg",36,"T-shirt (Women)",7
3,"Rupchanda Soyabean Oil 1L",31,"Water Bottle 1L",7
9,"Bru Coffee 200g",18,"Clear Men Shampoo 180ml",7
22,"GP Internet Pack",34,"Shoes Polish",7
7,"Deshi Egg (12 pcs)",38,"Wallet (Men)",7
5,"ACI Pure Salt 1kg",37,"Cap",7
13,"Vim Dishwashing Bar",21,"Robi Internet Pack",7
5,"ACI Pure Salt 1kg",40,"Power Bank 10000mAh",7
11,"Horlicks 500g",39,"Ladies Bag",7
18,"Clear Men Shampoo 180ml",40,"Power Bank 10000mAh",7
16,"Lux Soap 100g",30,"Peanut 500g",7
2,"Nazirshail Rice 5kg",25,"Green Chili 100g",7
4,"Fresh Sugar 1kg",8,"Farm Fresh Milk 1L",7
24,"Potato 1kg",34,"Shoes Polish",7
9,"Bru Coffee 200g",10,"Taaza Black Tea 400g",7
8,"Farm Fresh Milk 1L",27,"Flour (Atta) 2kg",7
21,"Robi Internet Pack",27,"Flour (Atta) 2kg",7
21,"Robi Internet Pack",31,"Water Bottle 1L",7
21,"Robi Internet Pack",35,"T-shirt (Men)",7
6,"Broiler Chicken (whole)",22,"GP Internet Pack",7
5,"ACI Pure Salt 1kg",17,"Sunsilk Shampoo 180ml",7
28,"Biscuits (Mixed)",40,"Power Bank 10000mAh",7
33,"Sprite 1L",37,"Cap",7
5,"ACI Pure Salt 1kg",13,"Vim Dishwashing Bar",7
39,"Ladies Bag",41,"Earphones",7
6,"Broiler Chicken (whole)",32,"Pepsi 1L",7
14,"Wheel Washing Powder 1kg",39,"Ladies Bag",7
9,"Bru Coffee 200g",14,"Wheel Washing Powder 1kg",7
3,"Rupchanda Soyabean Oil 1L",17,"Sunsilk Shampoo 180ml",7
20,"Banglalink Internet Pack",34,"Shoes Polish",7
13,"Vim Dishwashing Bar",37,"Cap",7
6,"Broiler Chicken (whole)",35,"T-shirt (Men)",7
12,"Oral Saline (ORS)",30,"Peanut 500g",7
13,"Vim Dishwashing Bar",34,"Shoes Polish",7
16,"Lux Soap 100g",27,"Flour (Atta) 2kg",7
10,"Taaza Black Tea 400g",38,"Wallet (Men)",7
11,"Horlicks 500g",13,"Vim Dishwashing Bar",7
24,"Potato 1kg",39,"Ladies Bag",7
19,"Bashundhara Tissue",21,"Robi Internet Pack",7
1,"Miniket Rice 5kg",8,"Farm Fresh Milk 1L",7
28,"Biscuits (Mixed)",32,"Pepsi 1L",7
31,"Water Bottle 1L",33,"Sprite 1L",7
25,"Green Chili 100g",32,"Pepsi 1L",7
6,"Broiler Chicken (whole)",7,"Deshi Egg (12 pcs)",7
13,"Vim Dishwashing Bar",27,"Flour (Atta) 2kg",7
16,"Lux Soap 100g",21,"Robi Internet Pack",7
4,"Fresh Sugar 1kg",9,"Bru Coffee 200g",7
26,"Lentil (Dal) 1kg",34,"Shoes Polish",7
25,"Green Chili 100g",26,"Lentil (Dal) 1kg",7
4,"Fresh Sugar 1kg",24,"Potato 1kg",7
37,"Cap",38,"Wallet (Men)",7
17,"Sunsilk Shampoo 180ml",26,"Lentil (Dal) 1kg",7
11,"Horlicks 500g",31,"Water Bottle 1L",7
14,"Wheel Washing Powder 1kg",20,"Banglalink Internet Pack",7
17,"Sunsilk Shampoo 180ml",33,"Sprite 1L",7
25,"Green Chili 100g",37,"Cap",7
3,"Rupchanda Soyabean Oil 1L",11,"Horlicks 500g",7
4,"Fresh Sugar 1kg",29,"Chanachur 200g",7
9,"Bru Coffee 200g",38,"Wallet (Men)",7
20,"Banglalink Internet Pack",28,"Biscuits (Mixed)",7
8,"Farm Fresh Milk 1L",29,"Chanachur 200g",7
5,"ACI Pure Salt 1kg",35,"T-shirt (Men)",7
18,"Clear Men Shampoo 180ml",39,"Ladies Bag",7
4,"Fresh Sugar 1kg",39,"Ladies Bag",7
29,"Chanachur 200g",30,"Peanut 500g",7
7,"Deshi Egg (12 pcs)",31,"Water Bottle 1L",7
2,"Nazirshail Rice 5kg",26,"Lentil (Dal) 1kg",7
11,"Horlicks 500g",21,"Robi Internet Pack",7
31,"Water Bottle 1L",37,"Cap",7
35,"T-shirt (Men)",40,"Power Bank 10000mAh",7
5,"ACI Pure Salt 1kg",28,"Biscuits (Mixed)",7
18,"Clear Men Shampoo 180ml",24,"Potato 1kg",7
3,"Rupchanda Soyabean Oil 1L",14,"Wheel Washing Powder 1kg",7
12,"Oral Saline (ORS)",35,"T-shirt (Men)",7
22,"GP Internet Pack",32,"Pepsi 1L",7
4,"Fresh Sugar 1kg",13,"Vim Dishwashing Bar",7
4,"Fresh Sugar 1kg",34,"Shoes Polish",7
18,"Clear Men Shampoo 180ml",33,"Sprite 1L",7
12,"Oral Saline (ORS)",17,"Sunsilk Shampoo 180ml",7
28,"Biscuits (Mixed)",41,"Earphones",7
30,"Peanut 500g",37,"Cap",7
20,"Banglalink Internet Pack",33,"Sprite 1L",7
1,"Miniket Rice 5kg",18,"Clear Men Shampoo 180ml",7
13,"Vim Dishwashing Bar",26,"Lentil (Dal) 1kg",7
24,"Potato 1kg",37,"Cap",7
3,"Rupchanda Soyabean Oil 1L",25,"Green Chili 100g",7
25,"Green Chili 100g",36,"T-shirt (Women)",7
3,"Rupchanda Soyabean Oil 1L",34,"Shoes Polish",7
15,"Lifebuoy Soap 100g",25,"Green Chili 100g",7
2,"Nazirshail Rice 5kg",4,"Fresh Sugar 1kg",7
17,"Sunsilk Shampoo 180ml",37,"Cap",7
18,"Clear Men Shampoo 180ml",37,"Cap",7
35,"T-shirt (Men)",39,"Ladies Bag",7
28,"Biscuits (Mixed)",36,"T-shirt (Women)",7
3,"Rupchanda Soyabean Oil 1L",26,"Lentil (Dal) 1kg",7
7,"Deshi Egg (12 pcs)",21,"Robi Internet Pack",7
8,"Farm Fresh Milk 1L",19,"Bashundhara Tissue",7
3,"Rupchanda Soyabean Oil 1L",21,"Robi Internet Pack",7
12,"Oral Saline (ORS)",32,"Pepsi 1L",7
25,"Green Chili 100g",35,"T-shirt (Men)",7
16,"Lux Soap 100g",23,"Onion 1kg",7
12,"Oral Saline (ORS)",23,"Onion 1kg",7
1,"Miniket Rice 5kg",20,"Banglalink Internet Pack",6
11,"Horlicks 500g",12,"Oral Saline (ORS)",6
28,"Biscuits (Mixed)",39,"Ladies Bag",6
11,"Horlicks 500g",33,"Sprite 1L",6
7,"Deshi Egg (12 pcs)",25,"Green Chili 100g",6
7,"Deshi Egg (12 pcs)",11,"Horlicks 500g",6
2,"Nazirshail Rice 5kg",12,"Oral Saline (ORS)",6
7,"Deshi Egg (12 pcs)",32,"Pepsi 1L",6
25,"Green Chili 100g",40,"Power Bank 10000mAh",6
29,"Chanachur 200g",31,"Water Bottle 1L",6
8,"Farm Fresh Milk 1L",21,"Robi Internet Pack",6
9,"Bru Coffee 200g",21,"Robi Internet Pack",6
5,"ACI Pure Salt 1kg",7,"Deshi Egg (12 pcs)",6
16,"Lux Soap 100g",19,"Bashundhara Tissue",6
13,"Vim Dishwashing Bar",38,"Wallet (Men)",6
1,"Miniket Rice 5kg",38,"Wallet (Men)",6
23,"Onion 1kg",24,"Potato 1kg",6
1,"Miniket Rice 5kg",29,"Chanachur 200g",6
2,"Nazirshail Rice 5kg",31,"Water Bottle 1L",6
28,"Biscuits (Mixed)",38,"Wallet (Men)",6
7,"Deshi Egg (12 pcs)",16,"Lux Soap 100g",6
31,"Water Bottle 1L",34,"Shoes Polish",6
8,"Farm Fresh Milk 1L",13,"Vim Dishwashing Bar",6
10,"Taaza Black Tea 400g",26,"Lentil (Dal) 1kg",6
23,"Onion 1kg",30,"Peanut 500g",6
1,"Miniket Rice 5kg",22,"GP Internet Pack",6
12,"Oral Saline (ORS)",41,"Earphones",6
21,"Robi Internet Pack",39,"Ladies Bag",6
30,"Peanut 500g",32,"Pepsi 1L",6
13,"Vim Dishwashing Bar",16,"Lux Soap 100g",6
14,"Wheel Washing Powder 1kg",19,"Bashundhara Tissue",6
31,"Water Bottle 1L",35,"T-shirt (Men)",6
1,"Miniket Rice 5kg",16,"Lux Soap 100g",6
18,"Clear Men Shampoo 180ml",32,"Pepsi 1L",6
32,"Pepsi 1L",34,"Shoes Polish",6
8,"Farm Fresh Milk 1L",16,"Lux Soap 100g",6
5,"ACI Pure Salt 1kg",34,"Shoes Polish",6
3,"Rupchanda Soyabean Oil 1L",18,"Clear Men Shampoo 180ml",6
4,"Fresh Sugar 1kg",26,"Lentil (Dal) 1kg",6
4,"Fresh Sugar 1kg",38,"Wallet (Men)",6
6,"Broiler Chicken (whole)",25,"Green Chili 100g",6
4,"Fresh Sugar 1kg",19,"Bashundhara Tissue",6
11,"Horlicks 500g",32,"Pepsi 1L",6
1,"Miniket Rice 5kg",14,"Wheel Washing Powder 1kg",6
17,"Sunsilk Shampoo 180ml",35,"T-shirt (Men)",6
29,"Chanachur 200g",32,"Pepsi 1L",6
8,"Farm Fresh Milk 1L",31,"Water Bottle 1L",6
24,"Potato 1kg",36,"T-shirt (Women)",6
20,"Banglalink Internet Pack",38,"Wallet (Men)",6
16,"Lux Soap 100g",41,"Earphones",6
22,"GP Internet Pack",35,"T-shirt (Men)",6
10,"Taaza Black Tea 400g",34,"Shoes Polish",6
1,"Miniket Rice 5kg",21,"Robi Internet Pack",6
11,"Horlicks 500g",28,"Biscuits (Mixed)",6
7,"Deshi Egg (12 pcs)",28,"Biscuits (Mixed)",6
4,"Fresh Sugar 1kg",41,"Earphones",6
2,"Nazirshail Rice 5kg",21,"Robi Internet Pack",6
8,"Farm Fresh Milk 1L",17,"Sunsilk Shampoo 180ml",6
23,"Onion 1kg",29,"Chanachur 200g",6
19,"Bashundhara Tissue",40,"Power Bank 10000mAh",6
3,"Rupchanda Soyabean Oil 1L",22,"GP Internet Pack",6
3,"Rupchanda Soyabean Oil 1L",23,"Onion 1kg",6
18,"Clear Men Shampoo 180ml",41,"Earphones",6
19,"Bashundhara Tissue",38,"Wallet (Men)",6
11,"Horlicks 500g",40,"Power Bank 10000mAh",6
21,"Robi Internet Pack",24,"Potato 1kg",6
36,"T-shirt (Women)",37,"Cap",6
17,"Sunsilk Shampoo 180ml",24,"Potato 1kg",6
17,"Sunsilk Shampoo 180ml",34,"Shoes Polish",6
4,"Fresh Sugar 1kg",14,"Wheel Washing Powder 1kg",6
27,"Flour (Atta) 2kg",33,"Sprite 1L",6
3,"Rupchanda Soyabean Oil 1L",10,"Taaza Black Tea 400g",6
15,"Lifebuoy Soap 100g",29,"Chanachur 200g",6
19,"Bashundhara Tissue",24,"Potato 1kg",6
16,"Lux Soap 100g",22,"GP Internet Pack",6
1,"Miniket Rice 5kg",7,"Deshi Egg (12 pcs)",6
30,"Peanut 500g",33,"Sprite 1L",6
6,"Broiler Chicken (whole)",29,"Chanachur 200g",6
1,"Miniket Rice 5kg",31,"Water Bottle 1L",6
22,"GP Internet Pack",39,"Ladies Bag",6
21,"Robi Internet Pack",25,"Green Chili 100g",6
4,"Fresh Sugar 1kg",32,"Pepsi 1L",6
20,"Banglalink Internet Pack",32,"Pepsi 1L",6
1,"Miniket Rice 5kg",28,"Biscuits (Mixed)",6
3,"Rupchanda Soyabean Oil 1L",28,"Biscuits (Mixed)",6
16,"Lux Soap 100g",20,"Banglalink Internet Pack",6
16,"Lux Soap 100g",26,"Lentil (Dal) 1kg",6
13,"Vim Dishwashing Bar",25,"Green Chili 100g",6
8,"Farm Fresh Milk 1L",32,"Pepsi 1L",6
12,"Oral Saline (ORS)",24,"Potato 1kg",6
19,"Bashundhara Tissue",28,"Biscuits (Mixed)",6
28,"Biscuits (Mixed)",37,"Cap",6
22,"GP Internet Pack",40,"Power Bank 10000mAh",6
20,"Banglalink Internet Pack",36,"T-shirt (Women)",6
34,"Shoes Polish",35,"T-shirt (Men)",6
10,"Taaza Black Tea 400g",25,"Green Chili 100g",6
1,"Miniket Rice 5kg",39,"Ladies Bag",6
7,"Deshi Egg (12 pcs)",40,"Power Bank 10000mAh",6
11,"Horlicks 500g",22,"GP Internet Pack",6
2,"Nazirshail Rice 5kg",41,"Earphones",6
10,"Taaza Black Tea 400g",17,"Sunsilk Shampoo 180ml",6
18,"Clear Men Shampoo 180ml",34,"Shoes Polish",6
29,"Chanachur 200g",38,"Wallet (Men)",6
1,"Miniket Rice 5kg",32,"Pepsi 1L",6
7,"Deshi Egg (12 pcs)",26,"Lentil (Dal) 1kg",6
6,"Broiler Chicken (whole)",34,"Shoes Polish",6
7,"Deshi Egg (12 pcs)",27,"Flour (Atta) 2kg",6
34,"Shoes Polish",37,"Cap",6
17,"Sunsilk Shampoo 180ml",20,"Banglalink Internet Pack",5
36,"T-shirt (Women)",38,"Wallet (Men)",5
5,"ACI Pure Salt 1kg",19,"Bashundhara Tissue",5
22,"GP Internet Pack",37,"Cap",5
5,"ACI Pure Salt 1kg",27,"Flour (Atta) 2kg",5
16,"Lux Soap 100g",36,"T-shirt (Women)",5
8,"Farm Fresh Milk 1L",20,"Banglalink Internet Pack",5
1,"Miniket Rice 5kg",23,"Onion 1kg",5
3,"Rupchanda Soyabean Oil 1L",13,"Vim Dishwashing Bar",5
25,"Green Chili 100g",29,"Chanachur 200g",5
17,"Sunsilk Shampoo 180ml",22,"GP Internet Pack",5
1,"Miniket Rice 5kg",9,"Bru Coffee 200g",5
31,"Water Bottle 1L",36,"T-shirt (Women)",5
1,"Miniket Rice 5kg",26,"Lentil (Dal) 1kg",5
5,"ACI Pure Salt 1kg",41,"Earphones",5
10,"Taaza Black Tea 400g",24,"Potato 1kg",5
5,"ACI Pure Salt 1kg",14,"Wheel Washing Powder 1kg",5
22,"GP Internet Pack",26,"Lentil (Dal) 1kg",5
17,"Sunsilk Shampoo 180ml",32,"Pepsi 1L",5
31,"Water Bottle 1L",40,"Power Bank 10000mAh",5
19,"Bashundhara Tissue",29,"Chanachur 200g",5
25,"Green Chili 100g",28,"Biscuits (Mixed)",5
15,"Lifebuoy Soap 100g",20,"Banglalink Internet Pack",5
1,"Miniket Rice 5kg",25,"Green Chili 100g",5
25,"Green Chili 100g",41,"Earphones",5
14,"Wheel Washing Powder 1kg",34,"Shoes Polish",5
7,"Deshi Egg (12 pcs)",10,"Taaza Black Tea 400g",5
17,"Sunsilk Shampoo 180ml",19,"Bashundhara Tissue",5
13,"Vim Dishwashing Bar",33,"Sprite 1L",5
14,"Wheel Washing Powder 1kg",30,"Peanut 500g",5
2,"Nazirshail Rice 5kg",37,"Cap",5
2,"Nazirshail Rice 5kg",6,"Broiler Chicken (whole)",5
11,"Horlicks 500g",19,"Bashundhara Tissue",5
10,"Taaza Black Tea 400g",11,"Horlicks 500g",5
9,"Bru Coffee 200g",16,"Lux Soap 100g",5
8,"Farm Fresh Milk 1L",30,"Peanut 500g",5
35,"T-shirt (Men)",38,"Wallet (Men)",5
35,"T-shirt (Men)",37,"Cap",5
23,"Onion 1kg",32,"Pepsi 1L",5
7,"Deshi Egg (12 pcs)",13,"Vim Dishwashing Bar",5
22,"GP Internet Pack",29,"Chanachur 200g",5
27,"Flour (Atta) 2kg",39,"Ladies Bag",5
13,"Vim Dishwashing Bar",22,"GP Internet Pack",5
22,"GP Internet Pack",25,"Green Chili 100g",5
14,"Wheel Washing Powder 1kg",23,"Onion 1kg",5
9,"Bru Coffee 200g",37,"Cap",5
2,"Nazirshail Rice 5kg",19,"Bashundhara Tissue",5
4,"Fresh Sugar 1kg",37,"Cap",5
5,"ACI Pure Salt 1kg",33,"Sprite 1L",5
8,"Farm Fresh Milk 1L",41,"Earphones",5
11,"Horlicks 500g",16,"Lux Soap 100g",5
6,"Broiler Chicken (whole)",18,"Clear Men Shampoo 180ml",5
6,"Broiler Chicken (whole)",10,"Taaza Black Tea 400g",5
6,"Broiler Chicken (whole)",8,"Farm Fresh Milk 1L",5
8,"Farm Fresh Milk 1L",18,"Clear Men Shampoo 180ml",5
17,"Sunsilk Shampoo 180ml",38,"Wallet (Men)",5
22,"GP Internet Pack",30,"Peanut 500g",5
10,"Taaza Black Tea 400g",30,"Peanut 500g",5
12,"Oral Saline (ORS)",33,"Sprite 1L",5
8,"Farm Fresh Milk 1L",36,"T-shirt (Women)",5
28,"Biscuits (Mixed)",30,"Peanut 500g",5
4,"Fresh Sugar 1kg",11,"Horlicks 500g",5
3,"Rupchanda Soyabean Oil 1L",39,"Ladies Bag",5
26,"Lentil (Dal) 1kg",37,"Cap",5
33,"Sprite 1L",41,"Earphones",5
12,"Oral Saline (ORS)",39,"Ladies Bag",5
5,"ACI Pure Salt 1kg",26,"Lentil (Dal) 1kg",5
14,"Wheel Washing Powder 1kg",36,"T-shirt (Women)",5
6,"Broiler Chicken (whole)",38,"Wallet (Men)",5
20,"Banglalink Internet Pack",21,"Robi Internet Pack",5
10,"Taaza Black Tea 400g",33,"Sprite 1L",5
29,"Chanachur 200g",39,"Ladies Bag",5
14,"Wheel Washing Powder 1kg",18,"Clear Men Shampoo 180ml",5
4,"Fresh Sugar 1kg",5,"ACI Pure Salt 1kg",5
23,"Onion 1kg",39,"Ladies Bag",5
20,"Banglalink Internet Pack",22,"GP Internet Pack",5
32,"Pepsi 1L",35,"T-shirt (Men)",5
5,"ACI Pure Salt 1kg",11,"Horlicks 500g",5
17,"Sunsilk Shampoo 180ml",40,"Power Bank 10000mAh",5
8,"Farm Fresh Milk 1L",23,"Onion 1kg",5
22,"GP Internet Pack",33,"Sprite 1L",5
28,"Biscuits (Mixed)",29,"Chanachur 200g",4
16,"Lux Soap 100g",40,"Power Bank 10000mAh",4
16,"Lux Soap 100g",38,"Wallet (Men)",4
4,"Fresh Sugar 1kg",28,"Biscuits (Mixed)",4
37,"Cap",39,"Ladies Bag",4
9,"Bru Coffee 200g",29,"Chanachur 200g",4
4,"Fresh Sugar 1kg",20,"Banglalink Internet Pack",4
32,"Pepsi 1L",40,"Power Bank 10000mAh",4
4,"Fresh Sugar 1kg",23,"Onion 1kg",4
12,"Oral Saline (ORS)",38,"Wallet (Men)",4
16,"Lux Soap 100g",37,"Cap",4
3,"Rupchanda Soyabean Oil 1L",36,"T-shirt (Women)",4
3,"Rupchanda Soyabean Oil 1L",27,"Flour (Atta) 2kg",4
9,"Bru Coffee 200g",31,"Water Bottle 1L",4
17,"Sunsilk Shampoo 180ml",39,"Ladies Bag",4
25,"Green Chili 100g",34,"Shoes Polish",4
8,"Farm Fresh Milk 1L",11,"Horlicks 500g",4
19,"Bashundhara Tissue",34,"Shoes Polish",4
3,"Rupchanda Soyabean Oil 1L",19,"Bashundhara Tissue",4
20,"Banglalink Internet Pack",23,"Onion 1kg",4
29,"Chanachur 200g",34,"Shoes Polish",4
39,"Ladies Bag",40,"Power Bank 10000mAh",4
21,"Robi Internet Pack",28,"Biscuits (Mixed)",4
5,"ACI Pure Salt 1kg",6,"Broiler Chicken (whole)",4
22,"GP Internet Pack",23,"Onion 1kg",4
5,"ACI Pure Salt 1kg",25,"Green Chili 100g",4
20,"Banglalink Internet Pack",25,"Green Chili 100g",4
5,"ACI Pure Salt 1kg",29,"Chanachur 200g",4
10,"Taaza Black Tea 400g",20,"Banglalink Internet Pack",4
3,"Rupchanda Soyabean Oil 1L",20,"Banglalink Internet Pack",4
5,"ACI Pure Salt 1kg",16,"Lux Soap 100g",4
27,"Flour (Atta) 2kg",36,"T-shirt (Women)",4
24,"Potato 1kg",28,"Biscuits (Mixed)",4
11,"Horlicks 500g",34,"Shoes Polish",4
5,"ACI Pure Salt 1kg",23,"Onion 1kg",4
25,"Green Chili 100g",39,"Ladies Bag",4
6,"Broiler Chicken (whole)",17,"Sunsilk Shampoo 180ml",4
21,"Robi Internet Pack",22,"GP Internet Pack",4
1,"Miniket Rice 5kg",35,"T-shirt (Men)",4
14,"Wheel Washing Powder 1kg",17,"Sunsilk Shampoo 180ml",4
16,"Lux Soap 100g",25,"Green Chili 100g",4
12,"Oral Saline (ORS)",21,"Robi Internet Pack",3
13,"Vim Dishwashing Bar",36,"T-shirt (Women)",3
19,"Bashundhara Tissue",37,"Cap",3
8,"Farm Fresh Milk 1L",26,"Lentil (Dal) 1kg",3
19,"Bashundhara Tissue",39,"Ladies Bag",3
5,"ACI Pure Salt 1kg",39,"Ladies Bag",3
7,"Deshi Egg (12 pcs)",19,"Bashundhara Tissue",3
8,"Farm Fresh Milk 1L",33,"Sprite 1L",3
19,"Bashundhara Tissue",22,"GP Internet Pack",3
7,"Deshi Egg (12 pcs)",34,"Shoes Polish",3
38,"Wallet (Men)",39,"Ladies Bag",3
16,"Lux Soap 100g",31,"Water Bottle 1L",3
17,"Sunsilk Shampoo 180ml",28,"Biscuits (Mixed)",3
3,"Rupchanda Soyabean Oil 1L",35,"T-shirt (Men)",3
12,"Oral Saline (ORS)",16,"Lux Soap 100g",3
18,"Clear Men Shampoo 180ml",22,"GP Internet Pack",3
23,"Onion 1kg",41,"Earphones",3
22,"GP Internet Pack",28,"Biscuits (Mixed)",3
11,"Horlicks 500g",26,"Lentil (Dal) 1kg",3
5,"ACI Pure Salt 1kg",38,"Wallet (Men)",3
16,"Lux Soap 100g",29,"Chanachur 200g",2
2,"Nazirshail Rice 5kg",28,"Biscuits (Mixed)",2
6,"Broiler Chicken (whole)",41,"Earphones",2
14,"Wheel Washing Powder 1kg",25,"Green Chili 100g",2
5,"ACI Pure Salt 1kg",20,"Banglalink Internet Pack",2
