"product_id_1","product_1","product_id_2","product_2","times_ordered_together","total_revenue"
18,"Clear Men Shampoo 180ml",30,"Peanut 500g",4,3010
1,"Miniket Rice 5kg",35,"T-shirt (Men)",2,3000
3,"Rupchanda Soyabean Oil 1L",20,"Banglalink Internet Pack",4,2991
8,"Farm Fresh Milk 1L",18,"Clear Men Shampoo 180ml",4,2990
21,"Robi Internet Pack",37,"Cap",5,2988
21,"Robi Internet Pack",34,"Shoes Polish",5,2980
3,"Rupchanda Soyabean Oil 1L",33,"Sprite 1L",5,2975
17,"Sunsilk Shampoo 180ml",20,"Banglalink Internet Pack",4,2971
17,"Sunsilk Shampoo 180ml",30,"Peanut 500g",4,2960
10,"Taaza Black Tea 400g",17,"Sunsilk Shampoo 180ml",3,2960
13,"Vim Dishwashing Bar",34,"Shoes Polish",6,2960
24,"Potato 1kg",41,"Earphones",4,2955
10,"Taaza Black Tea 400g",23,"Onion 1kg",5,2940
30,"Peanut 500g",31,"Water Bottle 1L",8,2940
27,"Flour (Atta) 2kg",32,"Pepsi 1L",6,2925
9,"Bru Coffee 200g",29,"Chanachur 200g",3,2920
12,"Oral Saline (ORS)",22,"GP Internet Pack",7,2898
18,"Clear Men Shampoo 180ml",33,"Sprite 1L",5,2880
20,"Banglalink Internet Pack",26,"Lentil (Dal) 1kg",6,2847
4,"Fresh Sugar 1kg",12,"Oral Saline (ORS)",10,2841
3,"Rupchanda Soyabean Oil 1L",26,"Lentil (Dal) 1kg",4,2840
6,"Broiler Chicken (whole)",32,"Pepsi 1L",4,2825
7,"Deshi Egg (12 pcs)",24,"Potato 1kg",5,2820
33,"Sprite 1L",34,"Shoes Polish",7,2800
28,"Biscuits (Mixed)",36,"T-shirt (Women)",3,2800
3,"Rupchanda Soyabean Oil 1L",5,"ACI Pure Salt 1kg",6,2792
22,"GP Internet Pack",34,"Shoes Polish",4,2790
20,"Banglalink Internet Pack",37,"Cap",5,2790
15,"Lifebuoy Soap 100g",21,"Robi Internet Pack",7,2786
9,"Bru Coffee 200g",31,"Water Bottle 1L",3,2780
3,"Rupchanda Soyabean Oil 1L",36,"T-shirt (Women)",2,2775
28,"Biscuits (Mixed)",41,"Earphones",5,2760
24,"Potato 1kg",27,"Flour (Atta) 2kg",7,2750
17,"Sunsilk Shampoo 180ml",22,"GP Internet Pack",4,2748
23,"Onion 1kg",27,"Flour (Atta) 2kg",6,2740
20,"Banglalink Internet Pack",22,"GP Internet Pack",4,2728
37,"Cap",41,"Earphones",3,2720
5,"ACI Pure Salt 1kg",8,"Farm Fresh Milk 1L",9,2688
5,"ACI Pure Salt 1kg",35,"T-shirt (Men)",3,2678
26,"Lentil (Dal) 1kg",27,"Flour (Atta) 2kg",5,2670
14,"Wheel Washing Powder 1kg",18,"Clear Men Shampoo 180ml",4,2660
15,"Lifebuoy Soap 100g",27,"Flour (Atta) 2kg",7,2660
21,"Robi Internet Pack",25,"Green Chili 100g",6,2642
1,"Miniket Rice 5kg",26,"Lentil (Dal) 1kg",3,2640
17,"Sunsilk Shampoo 180ml",37,"Cap",4,2640
27,"Flour (Atta) 2kg",41,"Earphones",3,2630
14,"Wheel Washing Powder 1kg",21,"Robi Internet Pack",4,2627
30,"Peanut 500g",32,"Pepsi 1L",5,2625
7,"Deshi Egg (12 pcs)",15,"Lifebuoy Soap 100g",6,2612
5,"ACI Pure Salt 1kg",7,"Deshi Egg (12 pcs)",5,2612
22,"GP Internet Pack",32,"Pepsi 1L",5,2612
8,"Farm Fresh Milk 1L",37,"Cap",5,2610
10,"Taaza Black Tea 400g",30,"Peanut 500g",4,2600
13,"Vim Dishwashing Bar",41,"Earphones",3,2600
7,"Deshi Egg (12 pcs)",25,"Green Chili 100g",4,2600
9,"Bru Coffee 200g",13,"Vim Dishwashing Bar",4,2590
14,"Wheel Washing Powder 1kg",16,"Lux Soap 100g",8,2580
6,"Broiler Chicken (whole)",22,"GP Internet Pack",4,2572
1,"Miniket Rice 5kg",19,"Bashundhara Tissue",5,2565
6,"Broiler Chicken (whole)",8,"Farm Fresh Milk 1L",3,2560
24,"Potato 1kg",36,"T-shirt (Women)",3,2560
12,"Oral Saline (ORS)",35,"T-shirt (Men)",4,2546
34,"Shoes Polish",37,"Cap",3,2520
26,"Lentil (Dal) 1kg",28,"Biscuits (Mixed)",6,2520
19,"Bashundhara Tissue",26,"Lentil (Dal) 1kg",8,2515
8,"Farm Fresh Milk 1L",36,"T-shirt (Women)",3,2510
4,"Fresh Sugar 1kg",34,"Shoes Polish",4,2510
20,"Banglalink Internet Pack",30,"Peanut 500g",5,2508
10,"Taaza Black Tea 400g",15,"Lifebuoy Soap 100g",4,2508
16,"Lux Soap 100g",32,"Pepsi 1L",9,2490
3,"Rupchanda Soyabean Oil 1L",17,"Sunsilk Shampoo 180ml",3,2490
6,"Broiler Chicken (whole)",23,"Onion 1kg",4,2480
11,"Horlicks 500g",34,"Shoes Polish",3,2480
3,"Rupchanda Soyabean Oil 1L",23,"Onion 1kg",3,2470
10,"Taaza Black Tea 400g",14,"Wheel Washing Powder 1kg",3,2470
15,"Lifebuoy Soap 100g",22,"GP Internet Pack",6,2469
15,"Lifebuoy Soap 100g",23,"Onion 1kg",9,2466
19,"Bashundhara Tissue",21,"Robi Internet Pack",5,2460
16,"Lux Soap 100g",27,"Flour (Atta) 2kg",6,2460
3,"Rupchanda Soyabean Oil 1L",28,"Biscuits (Mixed)",4,2455
3,"Rupchanda Soyabean Oil 1L",13,"Vim Dishwashing Bar",5,2450
23,"Onion 1kg",33,"Sprite 1L",6,2440
17,"Sunsilk Shampoo 180ml",26,"Lentil (Dal) 1kg",3,2440
6,"Broiler Chicken (whole)",18,"Clear Men Shampoo 180ml",4,2440
16,"Lux Soap 100g",22,"GP Internet Pack",5,2417
14,"Wheel Washing Powder 1kg",26,"Lentil (Dal) 1kg",5,2415
1,"Miniket Rice 5kg",16,"Lux Soap 100g",2,2410
21,"Robi Internet Pack",27,"Flour (Atta) 2kg",4,2409
3,"Rupchanda Soyabean Oil 1L",16,"Lux Soap 100g",5,2405
38,"Wallet (Men)",39,"Ladies Bag",1,2400
31,"Water Bottle 1L",36,"T-shirt (Women)",3,2380
24,"Potato 1kg",26,"Lentil (Dal) 1kg",7,2375
10,"Taaza Black Tea 400g",21,"Robi Internet Pack",4,2355
4,"Fresh Sugar 1kg",32,"Pepsi 1L",5,2345
14,"Wheel Washing Powder 1kg",32,"Pepsi 1L",7,2325
29,"Chanachur 200g",41,"Earphones",3,2320
23,"Onion 1kg",41,"Earphones",2,2320
7,"Deshi Egg (12 pcs)",29,"Chanachur 200g",4,2320
8,"Farm Fresh Milk 1L",23,"Onion 1kg",5,2310
9,"Bru Coffee 200g",19,"Bashundhara Tissue",4,2295
8,"Farm Fresh Milk 1L",34,"Shoes Polish",4,2290
5,"ACI Pure Salt 1kg",22,"GP Internet Pack",4,2282
11,"Horlicks 500g",26,"Lentil (Dal) 1kg",1,2280
4,"Fresh Sugar 1kg",39,"Ladies Bag",2,2275
6,"Broiler Chicken (whole)",31,"Water Bottle 1L",4,2270
5,"ACI Pure Salt 1kg",41,"Earphones",4,2266
7,"Deshi Egg (12 pcs)",31,"Water Bottle 1L",5,2260
32,"Pepsi 1L",37,"Cap",6,2250
18,"Clear Men Shampoo 180ml",24,"Potato 1kg",4,2250
4,"Fresh Sugar 1kg",22,"GP Internet Pack",4,2250
3,"Rupchanda Soyabean Oil 1L",39,"Ladies Bag",2,2250
15,"Lifebuoy Soap 100g",33,"Sprite 1L",8,2248
17,"Sunsilk Shampoo 180ml",29,"Chanachur 200g",6,2240
8,"Farm Fresh Milk 1L",22,"GP Internet Pack",3,2238
6,"Broiler Chicken (whole)",30,"Peanut 500g",4,2220
20,"Banglalink Internet Pack",24,"Potato 1kg",7,2214
4,"Fresh Sugar 1kg",14,"Wheel Washing Powder 1kg",4,2185
18,"Clear Men Shampoo 180ml",37,"Cap",3,2170
15,"Lifebuoy Soap 100g",30,"Peanut 500g",5,2168
26,"Lentil (Dal) 1kg",31,"Water Bottle 1L",6,2160
7,"Deshi Egg (12 pcs)",16,"Lux Soap 100g",4,2160
21,"Robi Internet Pack",29,"Chanachur 200g",5,2157
6,"Broiler Chicken (whole)",41,"Earphones",2,2150
17,"Sunsilk Shampoo 180ml",33,"Sprite 1L",4,2140
5,"ACI Pure Salt 1kg",10,"Taaza Black Tea 400g",5,2128
8,"Farm Fresh Milk 1L",25,"Green Chili 100g",9,2120
22,"GP Internet Pack",30,"Peanut 500g",3,2119
4,"Fresh Sugar 1kg",8,"Farm Fresh Milk 1L",5,2115
16,"Lux Soap 100g",35,"T-shirt (Men)",3,2110
14,"Wheel Washing Powder 1kg",24,"Potato 1kg",6,2105
1,"Miniket Rice 5kg",20,"Banglalink Internet Pack",3,2097
19,"Bashundhara Tissue",20,"Banglalink Internet Pack",6,2080
5,"ACI Pure Salt 1kg",6,"Broiler Chicken (whole)",3,2066
13,"Vim Dishwashing Bar",27,"Flour (Atta) 2kg",5,2065
3,"Rupchanda Soyabean Oil 1L",31,"Water Bottle 1L",3,2065
8,"Farm Fresh Milk 1L",21,"Robi Internet Pack",4,2061
6,"Broiler Chicken (whole)",29,"Chanachur 200g",3,2040
14,"Wheel Washing Powder 1kg",15,"Lifebuoy Soap 100g",5,2033
32,"Pepsi 1L",34,"Shoes Polish",3,2030
14,"Wheel Washing Powder 1kg",31,"Water Bottle 1L",6,2025
22,"GP Internet Pack",31,"Water Bottle 1L",4,2017
12,"Oral Saline (ORS)",17,"Sunsilk Shampoo 180ml",4,2016
3,"Rupchanda Soyabean Oil 1L",25,"Green Chili 100g",4,2010
20,"Banglalink Internet Pack",29,"Chanachur 200g",6,2005
13,"Vim Dishwashing Bar",30,"Peanut 500g",6,2000
4,"Fresh Sugar 1kg",15,"Lifebuoy Soap 100g",6,1976
14,"Wheel Washing Powder 1kg",41,"Earphones",2,1975
5,"ACI Pure Salt 1kg",17,"Sunsilk Shampoo 180ml",5,1972
27,"Flour (Atta) 2kg",30,"Peanut 500g",5,1950
3,"Rupchanda Soyabean Oil 1L",27,"Flour (Atta) 2kg",2,1950
22,"GP Internet Pack",35,"T-shirt (Men)",3,1944
20,"Banglalink Internet Pack",31,"Water Bottle 1L",5,1943
28,"Biscuits (Mixed)",39,"Ladies Bag",3,1940
19,"Bashundhara Tissue",38,"Wallet (Men)",1,1940
12,"Oral Saline (ORS)",20,"Banglalink Internet Pack",5,1938
6,"Broiler Chicken (whole)",34,"Shoes Polish",3,1930
14,"Wheel Washing Powder 1kg",28,"Biscuits (Mixed)",6,1895
17,"Sunsilk Shampoo 180ml",41,"Earphones",3,1890
26,"Lentil (Dal) 1kg",34,"Shoes Polish",3,1880
31,"Water Bottle 1L",32,"Pepsi 1L",8,1865
8,"Farm Fresh Milk 1L",14,"Wheel Washing Powder 1kg",4,1860
10,"Taaza Black Tea 400g",24,"Potato 1kg",3,1835
27,"Flour (Atta) 2kg",34,"Shoes Polish",3,1810
12,"Oral Saline (ORS)",34,"Shoes Polish",4,1810
10,"Taaza Black Tea 400g",34,"Shoes Polish",3,1800
8,"Farm Fresh Milk 1L",32,"Pepsi 1L",5,1800
25,"Green Chili 100g",30,"Peanut 500g",4,1800
18,"Clear Men Shampoo 180ml",19,"Bashundhara Tissue",3,1800
19,"Bashundhara Tissue",23,"Onion 1kg",8,1795
15,"Lifebuoy Soap 100g",32,"Pepsi 1L",7,1771
5,"ACI Pure Salt 1kg",37,"Cap",5,1770
4,"Fresh Sugar 1kg",16,"Lux Soap 100g",5,1770
8,"Farm Fresh Milk 1L",41,"Earphones",2,1770
29,"Chanachur 200g",37,"Cap",4,1760
24,"Potato 1kg",33,"Sprite 1L",7,1750
8,"Farm Fresh Milk 1L",28,"Biscuits (Mixed)",6,1750
17,"Sunsilk Shampoo 180ml",32,"Pepsi 1L",3,1720
26,"Lentil (Dal) 1kg",29,"Chanachur 200g",6,1720
26,"Lentil (Dal) 1kg",33,"Sprite 1L",4,1710
22,"GP Internet Pack",26,"Lentil (Dal) 1kg",3,1705
16,"Lux Soap 100g",21,"Robi Internet Pack",4,1690
5,"ACI Pure Salt 1kg",24,"Potato 1kg",7,1676
1,"Miniket Rice 5kg",23,"Onion 1kg",2,1670
28,"Biscuits (Mixed)",33,"Sprite 1L",6,1670
4,"Fresh Sugar 1kg",25,"Green Chili 100g",6,1665
22,"GP Internet Pack",33,"Sprite 1L",4,1664
4,"Fresh Sugar 1kg",29,"Chanachur 200g",4,1660
4,"Fresh Sugar 1kg",30,"Peanut 500g",3,1650
7,"Deshi Egg (12 pcs)",34,"Shoes Polish",2,1640
16,"Lux Soap 100g",36,"T-shirt (Women)",1,1640
7,"Deshi Egg (12 pcs)",13,"Vim Dishwashing Bar",3,1630
29,"Chanachur 200g",34,"Shoes Polish",3,1620
12,"Oral Saline (ORS)",26,"Lentil (Dal) 1kg",5,1620
10,"Taaza Black Tea 400g",29,"Chanachur 200g",4,1620
11,"Horlicks 500g",31,"Water Bottle 1L",3,1620
24,"Potato 1kg",34,"Shoes Polish",4,1615
19,"Bashundhara Tissue",34,"Shoes Polish",4,1615
5,"ACI Pure Salt 1kg",34,"Shoes Polish",4,1604
20,"Banglalink Internet Pack",41,"Earphones",2,1594
7,"Deshi Egg (12 pcs)",12,"Oral Saline (ORS)",4,1584
23,"Onion 1kg",28,"Biscuits (Mixed)",6,1580
3,"Rupchanda Soyabean Oil 1L",35,"T-shirt (Men)",1,1575
24,"Potato 1kg",32,"Pepsi 1L",6,1575
13,"Vim Dishwashing Bar",37,"Cap",3,1565
20,"Banglalink Internet Pack",33,"Sprite 1L",5,1562
6,"Broiler Chicken (whole)",25,"Green Chili 100g",3,1560
27,"Flour (Atta) 2kg",31,"Water Bottle 1L",5,1540
14,"Wheel Washing Powder 1kg",33,"Sprite 1L",5,1530
8,"Farm Fresh Milk 1L",19,"Bashundhara Tissue",5,1530
23,"Onion 1kg",30,"Peanut 500g",2,1520
13,"Vim Dishwashing Bar",20,"Banglalink Internet Pack",6,1515
20,"Banglalink Internet Pack",23,"Onion 1kg",4,1512
21,"Robi Internet Pack",28,"Biscuits (Mixed)",4,1510
10,"Taaza Black Tea 400g",19,"Bashundhara Tissue",3,1505
15,"Lifebuoy Soap 100g",19,"Bashundhara Tissue",7,1498
5,"ACI Pure Salt 1kg",30,"Peanut 500g",4,1498
4,"Fresh Sugar 1kg",23,"Onion 1kg",3,1495
7,"Deshi Egg (12 pcs)",20,"Banglalink Internet Pack",3,1493
12,"Oral Saline (ORS)",30,"Peanut 500g",6,1488
19,"Bashundhara Tissue",33,"Sprite 1L",5,1470
5,"ACI Pure Salt 1kg",32,"Pepsi 1L",6,1469
12,"Oral Saline (ORS)",37,"Cap",5,1464
13,"Vim Dishwashing Bar",15,"Lifebuoy Soap 100g",8,1463
22,"GP Internet Pack",29,"Chanachur 200g",3,1443
26,"Lentil (Dal) 1kg",37,"Cap",2,1440
9,"Bru Coffee 200g",16,"Lux Soap 100g",2,1440
8,"Farm Fresh Milk 1L",27,"Flour (Atta) 2kg",3,1440
24,"Potato 1kg",29,"Chanachur 200g",7,1435
18,"Clear Men Shampoo 180ml",25,"Green Chili 100g",3,1430
1,"Miniket Rice 5kg",31,"Water Bottle 1L",2,1430
17,"Sunsilk Shampoo 180ml",19,"Bashundhara Tissue",3,1400
16,"Lux Soap 100g",30,"Peanut 500g",4,1400
23,"Onion 1kg",29,"Chanachur 200g",5,1400
14,"Wheel Washing Powder 1kg",19,"Bashundhara Tissue",4,1395
13,"Vim Dishwashing Bar",14,"Wheel Washing Powder 1kg",5,1380
16,"Lux Soap 100g",18,"Clear Men Shampoo 180ml",3,1380
19,"Bashundhara Tissue",27,"Flour (Atta) 2kg",4,1375
22,"GP Internet Pack",23,"Onion 1kg",2,1374
16,"Lux Soap 100g",24,"Potato 1kg",8,1370
4,"Fresh Sugar 1kg",24,"Potato 1kg",4,1370
3,"Rupchanda Soyabean Oil 1L",19,"Bashundhara Tissue",3,1365
18,"Clear Men Shampoo 180ml",32,"Pepsi 1L",3,1360
12,"Oral Saline (ORS)",14,"Wheel Washing Powder 1kg",4,1355
8,"Farm Fresh Milk 1L",15,"Lifebuoy Soap 100g",5,1352
8,"Farm Fresh Milk 1L",29,"Chanachur 200g",5,1350
6,"Broiler Chicken (whole)",17,"Sunsilk Shampoo 180ml",2,1330
16,"Lux Soap 100g",26,"Lentil (Dal) 1kg",4,1320
16,"Lux Soap 100g",28,"Biscuits (Mixed)",8,1320
25,"Green Chili 100g",37,"Cap",3,1320
13,"Vim Dishwashing Bar",32,"Pepsi 1L",6,1310
4,"Fresh Sugar 1kg",19,"Bashundhara Tissue",4,1300
20,"Banglalink Internet Pack",32,"Pepsi 1L",3,1269
22,"GP Internet Pack",25,"Green Chili 100g",3,1263
8,"Farm Fresh Milk 1L",12,"Oral Saline (ORS)",6,1248
15,"Lifebuoy Soap 100g",16,"Lux Soap 100g",5,1246
29,"Chanachur 200g",30,"Peanut 500g",4,1240
10,"Taaza Black Tea 400g",16,"Lux Soap 100g",4,1230
20,"Banglalink Internet Pack",21,"Robi Internet Pack",2,1230
27,"Flour (Atta) 2kg",33,"Sprite 1L",4,1220
28,"Biscuits (Mixed)",34,"Shoes Polish",3,1220
10,"Taaza Black Tea 400g",37,"Cap",2,1220
14,"Wheel Washing Powder 1kg",23,"Onion 1kg",3,1210
16,"Lux Soap 100g",23,"Onion 1kg",4,1200
26,"Lentil (Dal) 1kg",30,"Peanut 500g",2,1200
33,"Sprite 1L",37,"Cap",2,1190
20,"Banglalink Internet Pack",28,"Biscuits (Mixed)",4,1190
13,"Vim Dishwashing Bar",16,"Lux Soap 100g",6,1180
5,"ACI Pure Salt 1kg",15,"Lifebuoy Soap 100g",5,1178
5,"ACI Pure Salt 1kg",31,"Water Bottle 1L",7,1174
23,"Onion 1kg",32,"Pepsi 1L",3,1170
31,"Water Bottle 1L",34,"Shoes Polish",3,1160
4,"Fresh Sugar 1kg",31,"Water Bottle 1L",4,1150
12,"Oral Saline (ORS)",15,"Lifebuoy Soap 100g",8,1140
10,"Taaza Black Tea 400g",33,"Sprite 1L",2,1130
16,"Lux Soap 100g",17,"Sunsilk Shampoo 180ml",4,1120
15,"Lifebuoy Soap 100g",31,"Water Bottle 1L",7,1102
16,"Lux Soap 100g",34,"Shoes Polish",3,1100
10,"Taaza Black Tea 400g",25,"Green Chili 100g",2,1090
13,"Vim Dishwashing Bar",21,"Robi Internet Pack",3,1089
8,"Farm Fresh Milk 1L",26,"Lentil (Dal) 1kg",2,1080
8,"Farm Fresh Milk 1L",20,"Banglalink Internet Pack",2,1062
23,"Onion 1kg",31,"Water Bottle 1L",6,1060
13,"Vim Dishwashing Bar",23,"Onion 1kg",3,1045
16,"Lux Soap 100g",20,"Banglalink Internet Pack",3,1032
29,"Chanachur 200g",33,"Sprite 1L",4,1030
28,"Biscuits (Mixed)",32,"Pepsi 1L",5,1025
28,"Biscuits (Mixed)",38,"Wallet (Men)",2,1020
30,"Peanut 500g",33,"Sprite 1L",2,1020
15,"Lifebuoy Soap 100g",29,"Chanachur 200g",4,1016
24,"Potato 1kg",31,"Water Bottle 1L",7,1015
13,"Vim Dishwashing Bar",24,"Potato 1kg",5,1015
27,"Flour (Atta) 2kg",28,"Biscuits (Mixed)",4,1010
14,"Wheel Washing Powder 1kg",30,"Peanut 500g",2,1005
25,"Green Chili 100g",32,"Pepsi 1L",5,1005
16,"Lux Soap 100g",37,"Cap",3,1000
12,"Oral Saline (ORS)",21,"Robi Internet Pack",3,999
19,"Bashundhara Tissue",32,"Pepsi 1L",4,985
4,"Fresh Sugar 1kg",37,"Cap",2,980
15,"Lifebuoy Soap 100g",26,"Lentil (Dal) 1kg",4,980
16,"Lux Soap 100g",33,"Sprite 1L",3,980
20,"Banglalink Internet Pack",25,"Green Chili 100g",4,972
14,"Wheel Washing Powder 1kg",34,"Shoes Polish",2,970
24,"Potato 1kg",37,"Cap",3,965
23,"Onion 1kg",24,"Potato 1kg",3,965
8,"Farm Fresh Milk 1L",30,"Peanut 500g",2,960
25,"Green Chili 100g",34,"Shoes Polish",3,940
12,"Oral Saline (ORS)",19,"Bashundhara Tissue",7,939
22,"GP Internet Pack",28,"Biscuits (Mixed)",2,934
15,"Lifebuoy Soap 100g",34,"Shoes Polish",2,932
5,"ACI Pure Salt 1kg",27,"Flour (Atta) 2kg",2,926
21,"Robi Internet Pack",31,"Water Bottle 1L",3,914
4,"Fresh Sugar 1kg",5,"ACI Pure Salt 1kg",3,912
8,"Farm Fresh Milk 1L",16,"Lux Soap 100g",3,910
12,"Oral Saline (ORS)",33,"Sprite 1L",4,902
15,"Lifebuoy Soap 100g",20,"Banglalink Internet Pack",2,898
13,"Vim Dishwashing Bar",17,"Sunsilk Shampoo 180ml",3,885
19,"Bashundhara Tissue",30,"Peanut 500g",3,880
16,"Lux Soap 100g",19,"Bashundhara Tissue",4,870
23,"Onion 1kg",25,"Green Chili 100g",4,860
31,"Water Bottle 1L",33,"Sprite 1L",3,860
25,"Green Chili 100g",27,"Flour (Atta) 2kg",2,850
7,"Deshi Egg (12 pcs)",28,"Biscuits (Mixed)",2,840
5,"ACI Pure Salt 1kg",13,"Vim Dishwashing Bar",4,838
14,"Wheel Washing Powder 1kg",17,"Sunsilk Shampoo 180ml",1,830
13,"Vim Dishwashing Bar",36,"T-shirt (Women)",1,830
13,"Vim Dishwashing Bar",29,"Chanachur 200g",5,825
5,"ACI Pure Salt 1kg",33,"Sprite 1L",3,820
29,"Chanachur 200g",32,"Pepsi 1L",3,810
25,"Green Chili 100g",33,"Sprite 1L",4,810
13,"Vim Dishwashing Bar",28,"Biscuits (Mixed)",6,810
28,"Biscuits (Mixed)",37,"Cap",2,800
5,"ACI Pure Salt 1kg",28,"Biscuits (Mixed)",5,792
24,"Potato 1kg",25,"Green Chili 100g",6,785
17,"Sunsilk Shampoo 180ml",24,"Potato 1kg",2,780
8,"Farm Fresh Milk 1L",33,"Sprite 1L",2,780
28,"Biscuits (Mixed)",30,"Peanut 500g",2,780
4,"Fresh Sugar 1kg",13,"Vim Dishwashing Bar",3,755
13,"Vim Dishwashing Bar",33,"Sprite 1L",3,735
13,"Vim Dishwashing Bar",26,"Lentil (Dal) 1kg",2,725
30,"Peanut 500g",37,"Cap",2,720
15,"Lifebuoy Soap 100g",25,"Green Chili 100g",4,712
19,"Bashundhara Tissue",25,"Green Chili 100g",5,705
18,"Clear Men Shampoo 180ml",22,"GP Internet Pack",1,678
4,"Fresh Sugar 1kg",20,"Banglalink Internet Pack",2,677
12,"Oral Saline (ORS)",13,"Vim Dishwashing Bar",6,658
12,"Oral Saline (ORS)",23,"Onion 1kg",4,632
21,"Robi Internet Pack",24,"Potato 1kg",2,632
13,"Vim Dishwashing Bar",19,"Bashundhara Tissue",4,630
5,"ACI Pure Salt 1kg",29,"Chanachur 200g",3,622
31,"Water Bottle 1L",37,"Cap",2,620
7,"Deshi Egg (12 pcs)",19,"Bashundhara Tissue",2,620
12,"Oral Saline (ORS)",32,"Pepsi 1L",4,618
12,"Oral Saline (ORS)",27,"Flour (Atta) 2kg",2,610
5,"ACI Pure Salt 1kg",14,"Wheel Washing Powder 1kg",2,608
8,"Farm Fresh Milk 1L",31,"Water Bottle 1L",3,590
12,"Oral Saline (ORS)",28,"Biscuits (Mixed)",7,580
19,"Bashundhara Tissue",31,"Water Bottle 1L",5,580
12,"Oral Saline (ORS)",41,"Earphones",2,572
12,"Oral Saline (ORS)",31,"Water Bottle 1L",7,568
16,"Lux Soap 100g",25,"Green Chili 100g",3,560
5,"ACI Pure Salt 1kg",25,"Green Chili 100g",3,544
25,"Green Chili 100g",31,"Water Bottle 1L",6,540
28,"Biscuits (Mixed)",29,"Chanachur 200g",3,540
25,"Green Chili 100g",29,"Chanachur 200g",3,540
25,"Green Chili 100g",26,"Lentil (Dal) 1kg",3,540
28,"Biscuits (Mixed)",31,"Water Bottle 1L",5,540
19,"Bashundhara Tissue",28,"Biscuits (Mixed)",4,530
5,"ACI Pure Salt 1kg",12,"Oral Saline (ORS)",4,526
15,"Lifebuoy Soap 100g",24,"Potato 1kg",3,523
29,"Chanachur 200g",31,"Water Bottle 1L",4,520
13,"Vim Dishwashing Bar",22,"GP Internet Pack",1,517
1,"Miniket Rice 5kg",25,"Green Chili 100g",1,510
5,"ACI Pure Salt 1kg",16,"Lux Soap 100g",3,508
13,"Vim Dishwashing Bar",31,"Water Bottle 1L",4,485
15,"Lifebuoy Soap 100g",28,"Biscuits (Mixed)",3,484
19,"Bashundhara Tissue",37,"Cap",1,465
12,"Oral Saline (ORS)",16,"Lux Soap 100g",3,404
17,"Sunsilk Shampoo 180ml",28,"Biscuits (Mixed)",1,400
19,"Bashundhara Tissue",24,"Potato 1kg",3,385
14,"Wheel Washing Powder 1kg",29,"Chanachur 200g",2,350
12,"Oral Saline (ORS)",25,"Green Chili 100g",5,344
13,"Vim Dishwashing Bar",25,"Green Chili 100g",3,335
14,"Wheel Washing Powder 1kg",25,"Green Chili 100g",2,325
5,"ACI Pure Salt 1kg",23,"Onion 1kg",2,316
5,"ACI Pure Salt 1kg",26,"Lentil (Dal) 1kg",1,316
12,"Oral Saline (ORS)",24,"Potato 1kg",3,306
16,"Lux Soap 100g",29,"Chanachur 200g",1,280
24,"Potato 1kg",28,"Biscuits (Mixed)",2,275
5,"ACI Pure Salt 1kg",19,"Bashundhara Tissue",2,251
4,"Fresh Sugar 1kg",28,"Biscuits (Mixed)",1,250
8,"Farm Fresh Milk 1L",13,"Vim Dishwashing Bar",1,250
12,"Oral Saline (ORS)",29,"Chanachur 200g",2,248
19,"Bashundhara Tissue",29,"Chanachur 200g",2,225
16,"Lux Soap 100g",31,"Water Bottle 1L",1,200
14,"Wheel Washing Powder 1kg",20,"Banglalink Internet Pack",1,194
5,"ACI Pure Salt 1kg",20,"Banglalink Internet Pack",1,175
25,"Green Chili 100g",28,"Biscuits (Mixed)",1,100
